# Frequency, Fit
6.32308e+01, 1.05098e-02
6.33077e+01, 2.70971e-03
6.33846e+01, 4.09506e-03
6.34615e+01, 7.92983e-03
6.35385e+01, 1.13621e-02
6.36154e+01, 4.80143e-03
6.36923e+01, 7.58501e-04
6.37692e+01, 1.59104e-02
6.38462e+01, 4.09748e-03
6.39231e+01, 9.86275e-03
6.40000e+01, 3.69888e-03
6.40769e+01, 1.51524e-02
6.41538e+01, 2.14582e-02
6.42308e+01, 9.72814e-03
6.43077e+01, 1.28383e-02
6.43846e+01, 1.05130e-02
6.44615e+01, 8.67174e-03
6.45385e+01, 6.79405e-03
6.46154e+01, 1.13162e-03
6.46923e+01, 1.80618e-03
6.47692e+01, 1.37069e-02
6.48462e+01, 1.12990e-02
6.49231e+01, 1.93492e-02
6.50000e+01, 1.43393e-02
6.50769e+01, 8.41881e-03
6.51538e+01, 1.76855e-02
6.52308e+01, 8.17617e-03
6.53077e+01, 5.46472e-03
6.53846e+01, 5.43798e-03
6.54615e+01, 1.27576e-02
6.55385e+01, 6.73354e-03
6.56154e+01, 1.67719e-02
6.56923e+01, 4.78714e-03
6.57692e+01, 1.65586e-02
6.58462e+01, 1.59517e-02
6.59231e+01, 4.75379e-03
6.60000e+01, 9.02411e-03
6.60769e+01, 1.27993e-02
6.61538e+01, 7.27389e-03
6.62308e+01, 4.66044e-03
6.63077e+01, 8.20431e-03
6.63846e+01, 9.97778e-03
6.64615e+01, 1.23114e-02
6.65385e+01, 8.68422e-03
6.66154e+01, 1.66761e-03
6.66923e+01, 1.00175e-02
6.67692e+01, 8.02902e-03
6.68462e+01, 1.03428e-02
6.69231e+01, 9.08450e-03
6.70000e+01, 1.16345e-02
6.70769e+01, 3.80415e-03
6.71538e+01, 4.90942e-03
6.72308e+01, 1.48014e-02
6.73077e+01, 1.51627e-02
6.73846e+01, 4.75309e-03
6.74615e+01, 9.02675e-03
6.75385e+01, 6.58544e-03
6.76154e+01, 6.16049e-03
6.76923e+01, 9.42948e-03
6.77692e+01, 5.09113e-03
6.78462e+01, 8.82879e-03
6.79231e+01, 5.73692e-03
6.80000e+01, 1.04137e-02
6.80769e+01, 1.17716e-02
6.81538e+01, 9.03682e-03
6.82308e+01, 8.02110e-03
6.83077e+01, 4.91751e-03
6.83846e+01, 1.51267e-02
6.84615e+01, 1.80355e-03
6.85385e+01, 1.06475e-02
6.86154e+01, 6.62031e-03
6.86923e+01, 8.87321e-03
6.87692e+01, 1.39762e-02
6.88462e+01, 2.09659e-03
6.89231e+01, 5.17707e-03
6.90000e+01, 3.57933e-03
6.90769e+01, 6.54467e-03
6.91538e+01, 1.68678e-02
6.92308e+01, 8.21662e-03
6.93077e+01, 1.46872e-03
6.93846e+01, 7.96184e-03
6.94615e+01, 3.91546e-04
6.95385e+01, 1.07391e-03
6.96154e+01, 1.14520e-02
6.96923e+01, 1.01394e-02
6.97692e+01, 3.98543e-03
6.98462e+01, 1.04241e-02
6.99231e+01, 1.34451e-02
7.00000e+01, 5.24960e-03
7.00769e+01, 1.07202e-02
7.01538e+01, 8.02659e-03
7.02308e+01, 1.00330e-02
7.03077e+01, 7.21459e-03
7.03846e+01, 5.25366e-03
7.04615e+01, 7.85440e-03
7.05385e+01, 7.69470e-03
7.06154e+01, 1.01977e-02
7.06923e+01, 1.17656e-02
7.07692e+01, 2.81807e-03
7.08462e+01, 6.66254e-03
7.09231e+01, 2.37331e-03
7.10000e+01, 9.42485e-03
7.10769e+01, 9.86558e-03
7.11538e+01, 9.16609e-03
7.12308e+01, 5.02581e-03
7.13077e+01, 1.90856e-03
7.13846e+01, 3.36820e-03
7.14615e+01, 3.94427e-03
7.15385e+01, 4.67878e-03
7.16154e+01, 7.88563e-03
7.16923e+01, 8.62136e-03
7.17692e+01, 5.44354e-03
7.18462e+01, 4.20538e-03
7.19231e+01, 6.58678e-03
7.20000e+01, 4.67324e-03
7.20769e+01, 6.35212e-03
7.21538e+01, 5.51167e-03
7.22308e+01, 1.34461e-03
7.23077e+01, 5.20882e-03
7.23846e+01, 2.20725e-03
7.24615e+01, 3.09812e-03
7.25385e+01, 4.42176e-03
7.26154e+01, 3.58926e-03
7.26923e+01, 5.15856e-03
7.27692e+01, 5.58983e-03
7.28462e+01, 6.21140e-03
7.29231e+01, 9.95330e-03
7.30000e+01, 9.99513e-03
7.30769e+01, 6.69719e-03
7.31538e+01, 4.64552e-03
7.32308e+01, 9.55727e-03
7.33077e+01, 9.81369e-03
7.33846e+01, 7.42033e-03
7.34615e+01, 1.11779e-02
7.35385e+01, 5.60126e-03
7.36154e+01, 3.66208e-03
7.36923e+01, 4.29970e-03
7.37692e+01, 8.55414e-03
7.38462e+01, 1.25775e-02
7.39231e+01, 3.65361e-03
7.40000e+01, 2.61171e-03
7.40769e+01, 1.18164e-02
7.41538e+01, 3.94804e-03
7.42308e+01, 3.53227e-03
7.43077e+01, 9.24796e-03
7.43846e+01, 1.27265e-02
7.44615e+01, 1.18242e-02
7.45385e+01, 2.34485e-03
7.46154e+01, 3.60581e-03
7.46923e+01, 1.08826e-02
7.47692e+01, 6.42836e-03
7.48462e+01, 1.18048e-02
7.49231e+01, 3.73306e-03
7.50000e+01, 6.15828e-03
7.50769e+01, 1.56819e-02
7.51538e+01, 4.35783e-03
7.52308e+01, 1.21129e-02
7.53077e+01, 2.98501e-03
7.53846e+01, 1.62389e-02
7.54615e+01, 5.43482e-03
7.55385e+01, 3.14901e-03
7.56154e+01, 1.24893e-02
7.56923e+01, 2.34372e-02
7.57692e+01, 6.38958e-03
7.58462e+01, 7.96164e-03
7.59231e+01, 8.32438e-03
7.60000e+01, 5.28872e-03
7.60769e+01, 1.03087e-02
7.61538e+01, 1.35456e-02
7.62308e+01, 9.01268e-03
7.63077e+01, 9.42029e-03
7.63846e+01, 4.92227e-03
7.64615e+01, 5.36947e-03
7.65385e+01, 6.56224e-03
7.66154e+01, 1.10059e-02
7.66923e+01, 1.24207e-02
7.67692e+01, 8.19235e-03
7.68462e+01, 1.54043e-02
7.69231e+01, 8.72809e-03
7.70000e+01, 1.42026e-02
7.70769e+01, 1.02821e-02
7.71538e+01, 8.10650e-03
7.72308e+01, 8.95923e-03
7.73077e+01, 1.49166e-02
7.73846e+01, 7.04093e-03
7.74615e+01, 8.05767e-03
7.75385e+01, 1.02229e-02
7.76154e+01, 1.41013e-02
7.76923e+01, 1.45498e-02
7.77692e+01, 8.68966e-03
7.78462e+01, 5.72323e-03
7.79231e+01, 9.48332e-03
7.80000e+01, 2.02663e-03
7.80769e+01, 2.35803e-03
7.81538e+01, 9.20243e-03
7.82308e+01, 3.67674e-03
7.83077e+01, 5.74500e-03
7.83846e+01, 5.59015e-03
7.84615e+01, 7.79616e-03
7.85385e+01, 1.01797e-02
7.86154e+01, 3.04515e-03
7.86923e+01, 6.40458e-03
7.87692e+01, 8.29571e-03
7.88462e+01, 1.05569e-02
7.89231e+01, 3.70540e-03
7.90000e+01, 6.89428e-03
7.90769e+01, 1.36443e-02
7.91538e+01, 7.65898e-03
7.92308e+01, 8.13627e-03
7.93077e+01, 4.23470e-03
7.93846e+01, 7.38058e-03
7.94615e+01, 6.19169e-03
7.95385e+01, 8.49634e-03
7.96154e+01, 1.34583e-02
7.96923e+01, 6.86858e-03
7.97692e+01, 9.34704e-03
7.98462e+01, 4.91184e-03
7.99231e+01, 3.94702e-03
8.00000e+01, 5.80301e-03
8.00769e+01, 1.99878e-02
8.01538e+01, 9.16483e-03
8.02308e+01, 3.75826e-03
8.03077e+01, 1.21603e-02
8.03846e+01, 1.35070e-02
8.04615e+01, 1.65531e-02
8.05385e+01, 6.32682e-03
8.06154e+01, 1.25805e-02
8.06923e+01, 2.61911e-03
8.07692e+01, 1.33792e-02
8.08462e+01, 1.32542e-02
8.09231e+01, 2.58743e-03
8.10000e+01, 1.45420e-02
8.10769e+01, 8.75154e-03
8.11538e+01, 8.72581e-04
8.12308e+01, 1.62957e-02
8.13077e+01, 8.62368e-03
8.13846e+01, 2.26896e-02
8.14615e+01, 1.05811e-02
8.15385e+01, 1.45064e-02
8.16154e+01, 3.61493e-03
8.16923e+01, 1.58664e-02
8.17692e+01, 1.65027e-02
8.18462e+01, 9.57804e-03
8.19231e+01, 4.96191e-03
8.20000e+01, 6.56191e-03
8.20769e+01, 1.39479e-02
8.21538e+01, 1.78821e-02
8.22308e+01, 3.69343e-03
8.23077e+01, 1.11023e-02
8.23846e+01, 6.76316e-03
8.24615e+01, 1.05027e-02
8.25385e+01, 1.28117e-02
8.26154e+01, 7.78335e-03
8.26923e+01, 1.04105e-02
8.27692e+01, 1.57677e-02
8.28462e+01, 4.73462e-03
8.29231e+01, 1.24574e-02
8.30000e+01, 7.50745e-03
8.30769e+01, 8.80665e-03
8.31538e+01, 8.27959e-03
8.32308e+01, 1.62209e-03
8.33077e+01, 1.13284e-02
8.33846e+01, 9.46680e-03
8.34615e+01, 2.18234e-03
8.35385e+01, 6.97062e-03
8.36154e+01, 5.65099e-03
8.36923e+01, 1.36433e-02
8.37692e+01, 4.15254e-03
8.38462e+01, 4.80711e-03
8.39231e+01, 4.05141e-03
8.40000e+01, 1.02471e-02
8.40769e+01, 8.12249e-03
8.41538e+01, 7.43770e-03
8.42308e+01, 1.33603e-02
8.43077e+01, 6.49139e-03
8.43846e+01, 1.20205e-02
8.44615e+01, 6.60830e-03
8.45385e+01, 1.04301e-02
8.46154e+01, 5.77996e-03
8.46923e+01, 1.00945e-02
8.47692e+01, 7.29702e-03
8.48462e+01, 1.30721e-03
8.49231e+01, 1.09326e-02
8.50000e+01, 1.27039e-02
8.50769e+01, 6.66241e-03
8.51538e+01, 1.03192e-02
8.52308e+01, 1.00345e-02
8.53077e+01, 7.34095e-03
8.53846e+01, 6.55275e-03
8.54615e+01, 9.37464e-03
8.55385e+01, 7.80857e-03
8.56154e+01, 5.61597e-03
8.56923e+01, 6.01637e-03
8.57692e+01, 7.51777e-03
8.58462e+01, 2.31601e-03
8.59231e+01, 3.62842e-03
8.60000e+01, 1.13331e-02
8.60769e+01, 9.91776e-03
8.61538e+01, 6.65748e-03
8.62308e+01, 1.06522e-02
8.63077e+01, 3.24775e-03
8.63846e+01, 4.57785e-03
8.64615e+01, 1.86984e-03
8.65385e+01, 7.71763e-03
8.66154e+01, 5.37230e-03
8.66923e+01, 7.53609e-03
8.67692e+01, 6.92187e-03
8.68462e+01, 1.16389e-02
8.69231e+01, 7.07541e-04
8.70000e+01, 1.97419e-03
8.70769e+01, 9.41441e-03
8.71538e+01, 8.58089e-03
8.72308e+01, 7.88991e-03
8.73077e+01, 4.70277e-03
8.73846e+01, 1.53949e-02
8.74615e+01, 1.00864e-03
8.75385e+01, 1.19205e-02
8.76154e+01, 1.28444e-03
8.76923e+01, 1.65869e-02
8.77692e+01, 6.30295e-03
8.78462e+01, 6.42147e-03
8.79231e+01, 5.51729e-03
8.80000e+01, 1.45552e-02
8.80769e+01, 8.44570e-03
8.81538e+01, 8.35366e-03
8.82308e+01, 8.20302e-03
8.83077e+01, 7.56724e-03
8.83846e+01, 1.47852e-02
8.84615e+01, 8.49055e-03
8.85385e+01, 1.50402e-02
8.86154e+01, 1.05672e-02
8.86923e+01, 4.63057e-03
8.87692e+01, 3.34293e-03
8.88462e+01, 5.94705e-03
8.89231e+01, 8.58183e-03
8.90000e+01, 7.64921e-03
8.90769e+01, 1.00442e-02
8.91538e+01, 2.67764e-03
8.92308e+01, 5.83620e-03
8.93077e+01, 4.84486e-03
8.93846e+01, 1.06733e-02
8.94615e+01, 7.08853e-03
8.95385e+01, 7.39451e-03
8.96154e+01, 2.04977e-03
8.96923e+01, 1.10797e-02
8.97692e+01, 8.38149e-03
8.98462e+01, 7.44813e-03
8.99231e+01, 8.89998e-03
9.00000e+01, 8.03260e-03
9.00769e+01, 8.62989e-03
9.01538e+01, 1.87379e-03
9.02308e+01, 2.76682e-03
9.03077e+01, 6.45155e-03
9.03846e+01, 6.21101e-03
9.04615e+01, 4.18869e-03
9.05385e+01, 1.38998e-02
9.06154e+01, 3.20994e-03
9.06923e+01, 4.72947e-03
9.07692e+01, 8.55961e-03
9.08462e+01, 5.57664e-03
9.09231e+01, 1.29000e-02
9.10000e+01, 8.31210e-03
9.10769e+01, 4.97981e-04
9.11538e+01, 1.03107e-02
9.12308e+01, 9.33872e-03
9.13077e+01, 2.68721e-03
9.13846e+01, 8.42313e-03
9.14615e+01, 3.52974e-03
9.15385e+01, 6.46453e-03
9.16154e+01, 3.62243e-03
9.16923e+01, 6.80948e-03
9.17692e+01, 1.33950e-02
9.18462e+01, 1.11330e-02
9.19231e+01, 4.17338e-03
9.20000e+01, 7.00757e-03
9.20769e+01, 2.35851e-03
9.21538e+01, 6.66159e-03
9.22308e+01, 4.45688e-03
9.23077e+01, 5.54800e-03
9.23846e+01, 6.61296e-03
9.24615e+01, 6.76527e-03
9.25385e+01, 8.16144e-03
9.26154e+01, 1.25196e-02
9.26923e+01, 4.73969e-03
9.27692e+01, 7.32076e-03
9.28462e+01, 1.57527e-02
9.29231e+01, 5.33575e-03
9.30000e+01, 8.14556e-03
9.30769e+01, 1.32481e-02
9.31538e+01, 1.57237e-02
9.32308e+01, 1.21333e-02
9.33077e+01, 7.15110e-03
9.33846e+01, 5.51997e-03
9.34615e+01, 7.83897e-03
9.35385e+01, 3.71845e-03
9.36154e+01, 1.03324e-02
9.36923e+01, 4.08943e-03
9.37692e+01, 2.51953e-03
9.38462e+01, 7.32004e-03
9.39231e+01, 1.14384e-02
9.40000e+01, 1.56446e-03
9.40769e+01, 5.89916e-03
9.41538e+01, 1.05634e-02
9.42308e+01, 5.52683e-03
9.43077e+01, 8.95071e-03
9.43846e+01, 4.06300e-03
9.44615e+01, 1.17425e-02
9.45385e+01, 1.04752e-02
9.46154e+01, 6.55045e-03
9.46923e+01, 1.52729e-02
9.47692e+01, 6.60159e-03
9.48462e+01, 6.55573e-03
9.49231e+01, 1.33366e-02
9.50000e+01, 1.36699e-03
9.50769e+01, 5.02392e-03
9.51538e+01, 1.62794e-02
9.52308e+01, 1.14272e-02
9.53077e+01, 6.10522e-03
9.53846e+01, 8.56754e-03
9.54615e+01, 3.16865e-03
9.55385e+01, 1.30195e-02
9.56154e+01, 1.29500e-03
9.56923e+01, 5.80549e-03
9.57692e+01, 5.16883e-03
9.58462e+01, 5.10040e-03
9.59231e+01, 5.31963e-03
9.60000e+01, 8.52004e-03
9.60769e+01, 4.18461e-03
9.61538e+01, 8.69704e-03
9.62308e+01, 6.00213e-03
9.63077e+01, 5.92662e-03
9.63846e+01, 2.17767e-03
9.64615e+01, 3.38751e-03
9.65385e+01, 8.40189e-03
9.66154e+01, 6.83272e-03
9.66923e+01, 4.92018e-03
9.67692e+01, 1.40280e-02
9.68462e+01, 3.98867e-03
9.69231e+01, 9.21351e-03
9.70000e+01, 5.12650e-03
9.70769e+01, 1.39021e-02
9.71538e+01, 9.19557e-03
9.72308e+01, 2.23282e-02
9.73077e+01, 1.06191e-02
9.73846e+01, 8.49753e-03
9.74615e+01, 1.60444e-02
9.75385e+01, 1.97496e-02
9.76154e+01, 1.32307e-02
9.76923e+01, 4.27296e-03
9.77692e+01, 3.95402e-03
9.78462e+01, 9.95793e-03
9.79231e+01, 2.96477e-03
9.80000e+01, 2.93980e-03
9.80769e+01, 4.73624e-03
9.81538e+01, 1.82781e-02
9.82308e+01, 8.33379e-03
9.83077e+01, 6.36020e-03
9.83846e+01, 1.03334e-02
9.84615e+01, 1.24881e-02
9.85385e+01, 6.48735e-03
9.86154e+01, 1.76182e-02
9.86923e+01, 3.70636e-03
9.87692e+01, 7.91860e-03
9.88462e+01, 5.81545e-03
9.89231e+01, 8.10909e-03
9.90000e+01, 1.80568e-02
9.90769e+01, 8.77561e-03
9.91538e+01, 8.28079e-03
9.92308e+01, 7.74530e-03
9.93077e+01, 7.20398e-03
9.93846e+01, 3.06862e-03
9.94615e+01, 5.38925e-03
9.95385e+01, 1.42948e-02
9.96154e+01, 2.61627e-03
9.96923e+01, 7.39123e-03
9.97692e+01, 4.72201e-03
9.98462e+01, 1.53382e-02
9.99231e+01, 1.00624e-02
1.00000e+02, 5.30964e-02
1.00077e+02, 3.29875e-02
1.00154e+02, 2.08859e-02
1.00231e+02, 2.86271e-02
1.00308e+02, 1.92350e-02
1.00385e+02, 7.61056e-03
1.00462e+02, 1.51111e-02
1.00538e+02, 1.02630e-02
1.00615e+02, 8.42147e-03
1.00692e+02, 9.98631e-03
1.00769e+02, 8.31833e-03
1.00846e+02, 1.02131e-03
1.00923e+02, 5.49155e-03
1.01000e+02, 2.51857e-03
1.01077e+02, 1.05285e-02
1.01154e+02, 8.40055e-03
1.01231e+02, 7.23764e-03
1.01308e+02, 1.20502e-03
1.01385e+02, 1.23204e-02
1.01462e+02, 9.47144e-03
1.01538e+02, 6.59339e-03
1.01615e+02, 3.42307e-03
1.01692e+02, 8.04142e-03
1.01769e+02, 1.40545e-02
1.01846e+02, 4.21873e-03
1.01923e+02, 8.89881e-03
1.02000e+02, 1.26411e-02
1.02077e+02, 2.23967e-03
1.02154e+02, 5.31654e-03
1.02231e+02, 4.67082e-03
1.02308e+02, 5.79631e-03
1.02385e+02, 1.16623e-02
1.02462e+02, 6.68712e-03
1.02538e+02, 5.35426e-03
1.02615e+02, 1.73622e-02
1.02692e+02, 5.00902e-03
1.02769e+02, 7.86783e-03
1.02846e+02, 4.90373e-03
1.02923e+02, 4.28222e-03
1.03000e+02, 5.84601e-03
1.03077e+02, 7.11327e-03
1.03154e+02, 8.72286e-03
1.03231e+02, 5.61150e-03
1.03308e+02, 5.44645e-03
1.03385e+02, 1.04056e-02
1.03462e+02, 3.38311e-03
1.03538e+02, 1.39569e-02
1.03615e+02, 1.26421e-02
1.03692e+02, 1.12265e-02
1.03769e+02, 3.44397e-03
1.03846e+02, 1.08807e-02
1.03923e+02, 8.94615e-03
1.04000e+02, 8.05780e-03
1.04077e+02, 1.15062e-02
1.04154e+02, 2.48011e-03
1.04231e+02, 5.64696e-03
1.04308e+02, 1.71357e-02
1.04385e+02, 1.09481e-02
1.04462e+02, 9.44160e-03
1.04538e+02, 1.29240e-02
1.04615e+02, 5.79224e-03
1.04692e+02, 1.06599e-02
1.04769e+02, 7.37120e-03
1.04846e+02, 8.90532e-03
1.04923e+02, 1.04495e-02
1.05000e+02, 1.40092e-02
1.05077e+02, 5.85987e-03
1.05154e+02, 9.90001e-03
1.05231e+02, 8.35506e-03
1.05308e+02, 6.88581e-03
1.05385e+02, 7.56846e-03
1.05462e+02, 1.03713e-02
1.05538e+02, 1.14558e-02
1.05615e+02, 7.06509e-03
1.05692e+02, 9.96575e-03
1.05769e+02, 1.06652e-02
1.05846e+02, 7.82018e-03
1.05923e+02, 1.37659e-03
1.06000e+02, 2.10660e-02
1.06077e+02, 1.09922e-02
1.06154e+02, 8.65159e-03
1.06231e+02, 6.66062e-03
1.06308e+02, 8.12216e-03
1.06385e+02, 2.15209e-02
1.06462e+02, 2.00547e-02
1.06538e+02, 2.26477e-02
1.06615e+02, 1.82968e-02
1.06692e+02, 1.08948e-02
1.06769e+02, 1.78419e-02
1.06846e+02, 1.47773e-02
1.06923e+02, 1.44306e-02
1.07000e+02, 6.44848e-03
1.07077e+02, 4.12628e-03
1.07154e+02, 9.01677e-03
1.07231e+02, 6.88334e-03
1.07308e+02, 9.57094e-03
1.07385e+02, 1.23902e-02
1.07462e+02, 1.93988e-03
1.07538e+02, 5.41091e-03
1.07615e+02, 7.01813e-03
1.07692e+02, 6.68364e-03
1.07769e+02, 2.51843e-03
1.07846e+02, 5.24438e-03
1.07923e+02, 1.68402e-02
1.08000e+02, 6.54300e-03
1.08077e+02, 1.05540e-02
1.08154e+02, 8.21568e-03
1.08231e+02, 1.60724e-02
1.08308e+02, 4.59257e-03
1.08385e+02, 6.67756e-03
1.08462e+02, 4.00541e-03
1.08538e+02, 2.53714e-03
1.08615e+02, 5.38220e-03
1.08692e+02, 9.38512e-03
1.08769e+02, 7.97801e-03
1.08846e+02, 4.92276e-03
1.08923e+02, 7.79921e-03
1.09000e+02, 1.29839e-02
1.09077e+02, 9.70876e-03
1.09154e+02, 3.19081e-03
1.09231e+02, 5.68989e-03
1.09308e+02, 3.62457e-03
1.09385e+02, 1.52691e-02
1.09462e+02, 1.18581e-02
1.09538e+02, 3.13425e-03
1.09615e+02, 1.12626e-02
1.09692e+02, 3.39849e-03
1.09769e+02, 9.33349e-03
1.09846e+02, 1.17168e-02
1.09923e+02, 2.94871e-03
1.10000e+02, 1.13962e-02
1.10077e+02, 3.43495e-03
1.10154e+02, 4.66495e-03
1.10231e+02, 8.58177e-03
1.10308e+02, 3.00031e-03
1.10385e+02, 2.00705e-03
1.10462e+02, 9.15370e-03
1.10538e+02, 3.54007e-03
1.10615e+02, 1.27086e-02
1.10692e+02, 5.03009e-03
1.10769e+02, 1.10002e-02
1.10846e+02, 9.83353e-03
1.10923e+02, 1.08539e-02
1.11000e+02, 2.93039e-03
1.11077e+02, 9.05749e-03
1.11154e+02, 7.65683e-03
1.11231e+02, 7.14669e-03
1.11308e+02, 1.10412e-02
1.11385e+02, 6.88886e-03
1.11462e+02, 5.20688e-03
1.11538e+02, 8.48572e-03
1.11615e+02, 1.15482e-02
1.11692e+02, 1.04255e-02
1.11769e+02, 6.75604e-03
1.11846e+02, 6.95085e-03
1.11923e+02, 6.99568e-03
1.12000e+02, 4.68650e-03
1.12077e+02, 1.52346e-03
1.12154e+02, 4.60487e-03
1.12231e+02, 2.03525e-03
1.12308e+02, 3.07318e-03
1.12385e+02, 3.93366e-03
1.12462e+02, 5.54806e-03
1.12538e+02, 8.92717e-03
1.12615e+02, 5.38664e-03
1.12692e+02, 5.62629e-03
1.12769e+02, 9.04776e-03
1.12846e+02, 5.93723e-03
1.12923e+02, 3.09134e-03
1.13000e+02, 4.45263e-03
1.13077e+02, 1.05404e-02
1.13154e+02, 5.15482e-03
1.13231e+02, 7.44967e-03
1.13308e+02, 3.79424e-03
1.13385e+02, 5.64870e-03
1.13462e+02, 4.31385e-03
1.13538e+02, 8.04916e-03
1.13615e+02, 1.72587e-03
1.13692e+02, 6.21286e-03
1.13769e+02, 6.12070e-03
1.13846e+02, 4.58920e-03
1.13923e+02, 4.53798e-03
1.14000e+02, 4.04205e-03
1.14077e+02, 1.54949e-03
1.14154e+02, 5.40946e-04
1.14231e+02, 4.33779e-03
1.14308e+02, 9.61680e-04
1.14385e+02, 8.23461e-03
1.14462e+02, 6.03369e-03
1.14538e+02, 6.21300e-04
1.14615e+02, 1.06723e-03
1.14692e+02, 3.29881e-03
1.14769e+02, 2.41055e-03
1.14846e+02, 2.27571e-03
1.14923e+02, 2.67960e-03
1.15000e+02, 1.15270e-03
1.15077e+02, 1.73629e-03
1.15154e+02, 2.60801e-03
1.15231e+02, 2.69900e-03
1.15308e+02, 3.24675e-03
1.15385e+02, 3.26425e-03
1.15462e+02, 6.43047e-04
1.15538e+02, 5.69785e-04
1.15615e+02, 1.24234e-03
1.15692e+02, 2.72246e-03
1.15769e+02, 1.29657e-03
1.15846e+02, 2.34721e-03
1.15923e+02, 1.11568e-03
1.16000e+02, 2.63776e-04
1.16077e+02, 1.70655e-03
1.16154e+02, 1.24200e-03
1.16231e+02, 1.73151e-03
1.16308e+02, 1.57878e-03
1.16385e+02, 1.52958e-03
1.16462e+02, 5.26441e-04
1.16538e+02, 2.46395e-03
1.16615e+02, 1.92481e-03
1.16692e+02, 9.29063e-04
1.16769e+02, 3.75777e-04
1.16846e+02, 2.21219e-03
1.16923e+02, 1.26994e-03
1.17000e+02, 7.49229e-04
1.17077e+02, 1.88036e-03
1.17154e+02, 1.02875e-03
1.17231e+02, 1.53090e-03
1.17308e+02, 1.65178e-03
1.17385e+02, 1.10864e-03
1.17462e+02, 1.37336e-03
1.17538e+02, 1.58092e-03
1.17615e+02, 6.73248e-04
1.17692e+02, 5.35433e-04
1.17769e+02, 2.97707e-04
1.17846e+02, 7.58307e-05
1.17923e+02, 1.06539e-03
1.18000e+02, 1.18168e-03
1.18077e+02, 7.40020e-04
1.18154e+02, 8.50710e-04
1.18231e+02, 1.22107e-03
1.18308e+02, 1.34301e-03
1.18385e+02, 9.89789e-04
1.18462e+02, 1.15645e-03
1.18538e+02, 1.18586e-03
1.18615e+02, 1.03766e-03
1.18692e+02, 1.09009e-03
1.18769e+02, 4.55756e-04
1.18846e+02, 8.73250e-04
1.18923e+02, 8.80586e-04
1.19000e+02, 6.92009e-04
1.19077e+02, 6.01798e-04
1.19154e+02, 1.05701e-03
1.19231e+02, 1.00519e-03
1.19308e+02, 9.79629e-04
1.19385e+02, 1.29973e-03
1.19462e+02, 1.13270e-03
1.19538e+02, 1.06925e-03
1.19615e+02, 1.42674e-03
1.19692e+02, 9.58060e-04
1.19769e+02, 7.89923e-04
1.19846e+02, 8.39378e-04
1.19923e+02, 6.04518e-04
1.20000e+02, 4.22647e-04
1.20077e+02, 6.88843e-04
1.20154e+02, 4.73584e-04
1.20231e+02, 7.32921e-04
1.20308e+02, 1.13267e-03
1.20385e+02, 8.15012e-04
1.20462e+02, 7.74057e-04
1.20538e+02, 1.53159e-03
1.20615e+02, 1.33394e-03
1.20692e+02, 1.02601e-03
1.20769e+02, 1.04357e-03
1.20846e+02, 1.06839e-03
1.20923e+02, 8.79038e-04
1.21000e+02, 6.63170e-04
1.21077e+02, 5.30672e-04
1.21154e+02, 3.93956e-04
1.21231e+02, 7.20355e-04
1.21308e+02, 1.09160e-03
1.21385e+02, 7.34125e-04
1.21462e+02, 1.17942e-03
1.21538e+02, 1.12658e-03
1.21615e+02, 1.13071e-03
1.21692e+02, 1.52365e-03
1.21769e+02, 1.01245e-03
1.21846e+02, 8.97450e-04
1.21923e+02, 1.08393e-03
1.22000e+02, 9.01587e-04
1.22077e+02, 3.94084e-04
1.22154e+02, 5.01551e-04
1.22231e+02, 7.20844e-04
1.22308e+02, 5.35276e-04
1.22385e+02, 5.86602e-04
1.22462e+02, 9.07576e-04
1.22538e+02, 9.02880e-04
1.22615e+02, 9.71500e-04
1.22692e+02, 1.32186e-03
1.22769e+02, 1.02206e-03
1.22846e+02, 1.28852e-03
1.22923e+02, 1.34416e-03
1.23000e+02, 7.49045e-04
1.23077e+02, 8.34298e-04
1.23154e+02, 1.01817e-03
1.23231e+02, 5.33129e-04
1.23308e+02, 5.74871e-04
1.23385e+02, 8.34669e-04
1.23462e+02, 5.26665e-04
1.23538e+02, 4.61988e-04
1.23615e+02, 1.17506e-03
1.23692e+02, 9.56292e-04
1.23769e+02, 7.34257e-04
1.23846e+02, 1.45827e-03
1.23923e+02, 9.94350e-04
1.24000e+02, 1.28145e-03
1.24077e+02, 1.36478e-03
1.24154e+02, 6.11194e-04
1.24231e+02, 9.14181e-04
1.24308e+02, 8.92130e-04
1.24385e+02, 2.45493e-04
1.24462e+02, 3.65760e-04
1.24538e+02, 8.88180e-04
1.24615e+02, 7.43093e-04
1.24692e+02, 6.51779e-04
1.24769e+02, 1.06924e-03
1.24846e+02, 8.74790e-04
1.24923e+02, 1.29607e-03
