# Frequency, Fit
6.31538e+01, 2.79731e-03
6.32308e+01, 2.78209e-03
6.33077e+01, 2.76694e-03
6.33846e+01, 2.75188e-03
6.34615e+01, 2.73691e-03
6.35385e+01, 2.72201e-03
6.36154e+01, 2.70719e-03
6.36923e+01, 2.69246e-03
6.37692e+01, 2.67780e-03
6.38462e+01, 2.66322e-03
6.39231e+01, 2.64873e-03
6.40000e+01, 2.63431e-03
6.40769e+01, 2.61997e-03
6.41538e+01, 2.60571e-03
6.42308e+01, 2.59152e-03
6.43077e+01, 2.57742e-03
6.43846e+01, 2.56339e-03
6.44615e+01, 2.54943e-03
6.45385e+01, 2.53556e-03
6.46154e+01, 2.52176e-03
6.46923e+01, 2.50803e-03
6.47692e+01, 2.49438e-03
6.48462e+01, 2.48080e-03
6.49231e+01, 2.46729e-03
6.50000e+01, 2.45386e-03
6.50769e+01, 2.44051e-03
6.51538e+01, 2.42722e-03
6.52308e+01, 2.41401e-03
6.53077e+01, 2.40087e-03
6.53846e+01, 2.38780e-03
6.54615e+01, 2.37480e-03
6.55385e+01, 2.36187e-03
6.56154e+01, 2.34902e-03
6.56923e+01, 2.33623e-03
6.57692e+01, 2.32351e-03
6.58462e+01, 2.31086e-03
6.59231e+01, 2.29828e-03
6.60000e+01, 2.28577e-03
6.60769e+01, 2.27333e-03
6.61538e+01, 2.26095e-03
6.62308e+01, 2.24865e-03
6.63077e+01, 2.23641e-03
6.63846e+01, 2.22423e-03
6.64615e+01, 2.21212e-03
6.65385e+01, 2.20008e-03
6.66154e+01, 2.18810e-03
6.66923e+01, 2.17619e-03
6.67692e+01, 2.16435e-03
6.68462e+01, 2.15256e-03
6.69231e+01, 2.14085e-03
6.70000e+01, 2.12919e-03
6.70769e+01, 2.11760e-03
6.71538e+01, 2.10607e-03
6.72308e+01, 2.09461e-03
6.73077e+01, 2.08320e-03
6.73846e+01, 2.07186e-03
6.74615e+01, 2.06059e-03
6.75385e+01, 2.04937e-03
6.76154e+01, 2.03821e-03
6.76923e+01, 2.02712e-03
6.77692e+01, 2.01608e-03
6.78462e+01, 2.00510e-03
6.79231e+01, 1.99419e-03
6.80000e+01, 1.98333e-03
6.80769e+01, 1.97254e-03
6.81538e+01, 1.96180e-03
6.82308e+01, 1.95112e-03
6.83077e+01, 1.94050e-03
6.83846e+01, 1.92993e-03
6.84615e+01, 1.91942e-03
6.85385e+01, 1.90898e-03
6.86154e+01, 1.89858e-03
6.86923e+01, 1.88825e-03
6.87692e+01, 1.87797e-03
6.88462e+01, 1.86774e-03
6.89231e+01, 1.85758e-03
6.90000e+01, 1.84746e-03
6.90769e+01, 1.83740e-03
6.91538e+01, 1.82740e-03
6.92308e+01, 1.81745e-03
6.93077e+01, 1.80756e-03
6.93846e+01, 1.79772e-03
6.94615e+01, 1.78793e-03
6.95385e+01, 1.77820e-03
6.96154e+01, 1.76852e-03
6.96923e+01, 1.75889e-03
6.97692e+01, 1.74931e-03
6.98462e+01, 1.73979e-03
6.99231e+01, 1.73032e-03
7.00000e+01, 1.72090e-03
7.00769e+01, 1.71153e-03
7.01538e+01, 1.70221e-03
7.02308e+01, 1.69294e-03
7.03077e+01, 1.68373e-03
7.03846e+01, 1.67456e-03
7.04615e+01, 1.66544e-03
7.05385e+01, 1.65638e-03
7.06154e+01, 1.64736e-03
7.06923e+01, 1.63839e-03
7.07692e+01, 1.62947e-03
7.08462e+01, 1.62060e-03
7.09231e+01, 1.61177e-03
7.10000e+01, 1.60300e-03
7.10769e+01, 1.59427e-03
7.11538e+01, 1.58559e-03
7.12308e+01, 1.57696e-03
7.13077e+01, 1.56837e-03
7.13846e+01, 1.55984e-03
7.14615e+01, 1.55134e-03
7.15385e+01, 1.54290e-03
7.16154e+01, 1.53450e-03
7.16923e+01, 1.52614e-03
7.17692e+01, 1.51783e-03
7.18462e+01, 1.50957e-03
7.19231e+01, 1.50135e-03
7.20000e+01, 1.49318e-03
7.20769e+01, 1.48505e-03
7.21538e+01, 1.47696e-03
7.22308e+01, 1.46892e-03
7.23077e+01, 1.46092e-03
7.23846e+01, 1.45297e-03
7.24615e+01, 1.44506e-03
7.25385e+01, 1.43719e-03
7.26154e+01, 1.42937e-03
7.26923e+01, 1.42158e-03
7.27692e+01, 1.41384e-03
7.28462e+01, 1.40615e-03
7.29231e+01, 1.39849e-03
7.30000e+01, 1.39088e-03
7.30769e+01, 1.38330e-03
7.31538e+01, 1.37577e-03
7.32308e+01, 1.36828e-03
7.33077e+01, 1.36083e-03
7.33846e+01, 1.35342e-03
7.34615e+01, 1.34605e-03
7.35385e+01, 1.33872e-03
7.36154e+01, 1.33144e-03
7.36923e+01, 1.32419e-03
7.37692e+01, 1.31698e-03
7.38462e+01, 1.30981e-03
7.39231e+01, 1.30267e-03
7.40000e+01, 1.29558e-03
7.40769e+01, 1.28853e-03
7.41538e+01, 1.28151e-03
7.42308e+01, 1.27454e-03
7.43077e+01, 1.26760e-03
7.43846e+01, 1.26069e-03
7.44615e+01, 1.25383e-03
7.45385e+01, 1.24700e-03
7.46154e+01, 1.24021e-03
7.46923e+01, 1.23346e-03
7.47692e+01, 1.22674e-03
7.48462e+01, 1.22007e-03
7.49231e+01, 1.21342e-03
7.50000e+01, 1.20682e-03
7.50769e+01, 1.20024e-03
7.51538e+01, 1.19371e-03
7.52308e+01, 1.18721e-03
7.53077e+01, 1.18075e-03
7.53846e+01, 1.17432e-03
7.54615e+01, 1.16792e-03
7.55385e+01, 1.16156e-03
7.56154e+01, 1.15524e-03
7.56923e+01, 1.14895e-03
7.57692e+01, 1.14269e-03
7.58462e+01, 1.13647e-03
7.59231e+01, 1.13028e-03
7.60000e+01, 1.12413e-03
7.60769e+01, 1.11801e-03
7.61538e+01, 1.11192e-03
7.62308e+01, 1.10587e-03
7.63077e+01, 1.09985e-03
7.63846e+01, 1.09386e-03
7.64615e+01, 1.08790e-03
7.65385e+01, 1.08198e-03
7.66154e+01, 1.07609e-03
7.66923e+01, 1.07023e-03
7.67692e+01, 1.06440e-03
7.68462e+01, 1.05860e-03
7.69231e+01, 1.05284e-03
7.70000e+01, 1.04711e-03
7.70769e+01, 1.04141e-03
7.71538e+01, 1.03574e-03
7.72308e+01, 1.03010e-03
7.73077e+01, 1.02449e-03
7.73846e+01, 1.01891e-03
7.74615e+01, 1.01336e-03
7.75385e+01, 1.00784e-03
7.76154e+01, 1.00236e-03
7.76923e+01, 9.96898e-04
7.77692e+01, 9.91470e-04
7.78462e+01, 9.86071e-04
7.79231e+01, 9.80702e-04
7.80000e+01, 9.75362e-04
7.80769e+01, 9.70051e-04
7.81538e+01, 9.64769e-04
7.82308e+01, 9.59516e-04
7.83077e+01, 9.54291e-04
7.83846e+01, 9.49095e-04
7.84615e+01, 9.43927e-04
7.85385e+01, 9.38787e-04
7.86154e+01, 9.33675e-04
7.86923e+01, 9.28591e-04
7.87692e+01, 9.23535e-04
7.88462e+01, 9.18506e-04
7.89231e+01, 9.13505e-04
7.90000e+01, 9.08531e-04
7.90769e+01, 9.03584e-04
7.91538e+01, 8.98664e-04
7.92308e+01, 8.93770e-04
7.93077e+01, 8.88904e-04
7.93846e+01, 8.84063e-04
7.94615e+01, 8.79249e-04
7.95385e+01, 8.74462e-04
7.96154e+01, 8.69700e-04
7.96923e+01, 8.64965e-04
7.97692e+01, 8.60255e-04
7.98462e+01, 8.55570e-04
7.99231e+01, 8.50912e-04
8.00000e+01, 8.46278e-04
8.00769e+01, 8.41670e-04
8.01538e+01, 8.37087e-04
8.02308e+01, 8.32529e-04
8.03077e+01, 8.27996e-04
8.03846e+01, 8.23487e-04
8.04615e+01, 8.19003e-04
8.05385e+01, 8.14543e-04
8.06154e+01, 8.10108e-04
8.06923e+01, 8.05697e-04
8.07692e+01, 8.01309e-04
8.08462e+01, 7.96946e-04
8.09231e+01, 7.92606e-04
8.10000e+01, 7.88290e-04
8.10769e+01, 7.83998e-04
8.11538e+01, 7.79729e-04
8.12308e+01, 7.75483e-04
8.13077e+01, 7.71260e-04
8.13846e+01, 7.67060e-04
8.14615e+01, 7.62884e-04
8.15385e+01, 7.58729e-04
8.16154e+01, 7.54598e-04
8.16923e+01, 7.50489e-04
8.17692e+01, 7.46402e-04
8.18462e+01, 7.42338e-04
8.19231e+01, 7.38296e-04
8.20000e+01, 7.34275e-04
8.20769e+01, 7.30277e-04
8.21538e+01, 7.26300e-04
8.22308e+01, 7.22345e-04
8.23077e+01, 7.18412e-04
8.23846e+01, 7.14500e-04
8.24615e+01, 7.10609e-04
8.25385e+01, 7.06740e-04
8.26154e+01, 7.02891e-04
8.26923e+01, 6.99064e-04
8.27692e+01, 6.95257e-04
8.28462e+01, 6.91471e-04
8.29231e+01, 6.87706e-04
8.30000e+01, 6.83961e-04
8.30769e+01, 6.80236e-04
8.31538e+01, 6.76532e-04
8.32308e+01, 6.72848e-04
8.33077e+01, 6.69184e-04
8.33846e+01, 6.65540e-04
8.34615e+01, 6.61916e-04
8.35385e+01, 6.58312e-04
8.36154e+01, 6.54727e-04
8.36923e+01, 6.51161e-04
8.37692e+01, 6.47616e-04
8.38462e+01, 6.44089e-04
8.39231e+01, 6.40582e-04
8.40000e+01, 6.37093e-04
8.40769e+01, 6.33624e-04
8.41538e+01, 6.30174e-04
8.42308e+01, 6.26742e-04
8.43077e+01, 6.23329e-04
8.43846e+01, 6.19935e-04
8.44615e+01, 6.16559e-04
8.45385e+01, 6.13201e-04
8.46154e+01, 6.09862e-04
8.46923e+01, 6.06541e-04
8.47692e+01, 6.03238e-04
8.48462e+01, 5.99953e-04
8.49231e+01, 5.96686e-04
8.50000e+01, 5.93437e-04
8.50769e+01, 5.90205e-04
8.51538e+01, 5.86991e-04
8.52308e+01, 5.83795e-04
8.53077e+01, 5.80616e-04
8.53846e+01, 5.77454e-04
8.54615e+01, 5.74309e-04
8.55385e+01, 5.71182e-04
8.56154e+01, 5.68072e-04
8.56923e+01, 5.64978e-04
8.57692e+01, 5.61901e-04
8.58462e+01, 5.58842e-04
8.59231e+01, 5.55798e-04
8.60000e+01, 5.52772e-04
8.60769e+01, 5.49762e-04
8.61538e+01, 5.46768e-04
8.62308e+01, 5.43790e-04
8.63077e+01, 5.40829e-04
8.63846e+01, 5.37884e-04
8.64615e+01, 5.34955e-04
8.65385e+01, 5.32042e-04
8.66154e+01, 5.29144e-04
8.66923e+01, 5.26263e-04
8.67692e+01, 5.23397e-04
8.68462e+01, 5.20547e-04
8.69231e+01, 5.17712e-04
8.70000e+01, 5.14893e-04
8.70769e+01, 5.12089e-04
8.71538e+01, 5.09300e-04
8.72308e+01, 5.06527e-04
8.73077e+01, 5.03768e-04
8.73846e+01, 5.01025e-04
8.74615e+01, 4.98296e-04
8.75385e+01, 4.95583e-04
8.76154e+01, 4.92884e-04
8.76923e+01, 4.90200e-04
8.77692e+01, 4.87530e-04
8.78462e+01, 4.84876e-04
8.79231e+01, 4.82235e-04
8.80000e+01, 4.79609e-04
8.80769e+01, 4.76997e-04
8.81538e+01, 4.74400e-04
8.82308e+01, 4.71816e-04
8.83077e+01, 4.69247e-04
8.83846e+01, 4.66691e-04
8.84615e+01, 4.64150e-04
8.85385e+01, 4.61622e-04
8.86154e+01, 4.59108e-04
8.86923e+01, 4.56608e-04
8.87692e+01, 4.54122e-04
8.88462e+01, 4.51649e-04
8.89231e+01, 4.49189e-04
8.90000e+01, 4.46743e-04
8.90769e+01, 4.44310e-04
8.91538e+01, 4.41890e-04
8.92308e+01, 4.39484e-04
8.93077e+01, 4.37091e-04
8.93846e+01, 4.34710e-04
8.94615e+01, 4.32343e-04
8.95385e+01, 4.29988e-04
8.96154e+01, 4.27647e-04
8.96923e+01, 4.25318e-04
8.97692e+01, 4.23002e-04
8.98462e+01, 4.20698e-04
8.99231e+01, 4.18407e-04
9.00000e+01, 4.16129e-04
9.00769e+01, 4.13862e-04
9.01538e+01, 4.11609e-04
9.02308e+01, 4.09367e-04
9.03077e+01, 4.07138e-04
9.03846e+01, 4.04921e-04
9.04615e+01, 4.02715e-04
9.05385e+01, 4.00522e-04
9.06154e+01, 3.98341e-04
9.06923e+01, 3.96172e-04
9.07692e+01, 3.94014e-04
9.08462e+01, 3.91869e-04
9.09231e+01, 3.89735e-04
9.10000e+01, 3.87612e-04
9.10769e+01, 3.85501e-04
9.11538e+01, 3.83402e-04
9.12308e+01, 3.81314e-04
9.13077e+01, 3.79237e-04
9.13846e+01, 3.77172e-04
9.14615e+01, 3.75118e-04
9.15385e+01, 3.73075e-04
9.16154e+01, 3.71043e-04
9.16923e+01, 3.69023e-04
9.17692e+01, 3.67013e-04
9.18462e+01, 3.65014e-04
9.19231e+01, 3.63027e-04
9.20000e+01, 3.61050e-04
9.20769e+01, 3.59083e-04
9.21538e+01, 3.57128e-04
9.22308e+01, 3.55183e-04
9.23077e+01, 3.53249e-04
9.23846e+01, 3.51325e-04
9.24615e+01, 3.49412e-04
9.25385e+01, 3.47509e-04
9.26154e+01, 3.45616e-04
9.26923e+01, 3.43734e-04
9.27692e+01, 3.41862e-04
9.28462e+01, 3.40000e-04
9.29231e+01, 3.38149e-04
9.30000e+01, 3.36307e-04
9.30769e+01, 3.34476e-04
9.31538e+01, 3.32654e-04
9.32308e+01, 3.30842e-04
9.33077e+01, 3.29041e-04
9.33846e+01, 3.27249e-04
9.34615e+01, 3.25467e-04
9.35385e+01, 3.23694e-04
9.36154e+01, 3.21931e-04
9.36923e+01, 3.20178e-04
9.37692e+01, 3.18434e-04
9.38462e+01, 3.16700e-04
9.39231e+01, 3.14975e-04
9.40000e+01, 3.13260e-04
9.40769e+01, 3.11554e-04
9.41538e+01, 3.09857e-04
9.42308e+01, 3.08170e-04
9.43077e+01, 3.06492e-04
9.43846e+01, 3.04822e-04
9.44615e+01, 3.03162e-04
9.45385e+01, 3.01511e-04
9.46154e+01, 2.99869e-04
9.46923e+01, 2.98236e-04
9.47692e+01, 2.96612e-04
9.48462e+01, 2.94997e-04
9.49231e+01, 2.93390e-04
9.50000e+01, 2.91792e-04
9.50769e+01, 2.90203e-04
9.51538e+01, 2.88623e-04
9.52308e+01, 2.87051e-04
9.53077e+01, 2.85488e-04
9.53846e+01, 2.83933e-04
9.54615e+01, 2.82387e-04
9.55385e+01, 2.80849e-04
9.56154e+01, 2.79319e-04
9.56923e+01, 2.77798e-04
9.57692e+01, 2.76285e-04
9.58462e+01, 2.74780e-04
9.59231e+01, 2.73284e-04
9.60000e+01, 2.71796e-04
9.60769e+01, 2.70315e-04
9.61538e+01, 2.68843e-04
9.62308e+01, 2.67379e-04
9.63077e+01, 2.65923e-04
9.63846e+01, 2.64475e-04
9.64615e+01, 2.63034e-04
9.65385e+01, 2.61602e-04
9.66154e+01, 2.60177e-04
9.66923e+01, 2.58760e-04
9.67692e+01, 2.57351e-04
9.68462e+01, 2.55949e-04
9.69231e+01, 2.54555e-04
9.70000e+01, 2.53169e-04
9.70769e+01, 2.51790e-04
9.71538e+01, 2.50419e-04
9.72308e+01, 2.49055e-04
9.73077e+01, 2.47699e-04
9.73846e+01, 2.46350e-04
9.74615e+01, 2.45008e-04
9.75385e+01, 2.43674e-04
9.76154e+01, 2.42347e-04
9.76923e+01, 2.41027e-04
9.77692e+01, 2.39714e-04
9.78462e+01, 2.38409e-04
9.79231e+01, 2.37110e-04
9.80000e+01, 2.35819e-04
9.80769e+01, 2.34535e-04
9.81538e+01, 2.33257e-04
9.82308e+01, 2.31987e-04
9.83077e+01, 2.30724e-04
9.83846e+01, 2.29467e-04
9.84615e+01, 2.28217e-04
9.85385e+01, 2.26975e-04
9.86154e+01, 2.25738e-04
9.86923e+01, 2.24509e-04
9.87692e+01, 2.23286e-04
9.88462e+01, 2.22070e-04
9.89231e+01, 2.20861e-04
9.90000e+01, 2.19658e-04
9.90769e+01, 2.18462e-04
9.91538e+01, 2.17272e-04
9.92308e+01, 2.16089e-04
9.93077e+01, 2.14912e-04
9.93846e+01, 2.13741e-04
9.94615e+01, 2.12577e-04
9.95385e+01, 2.11419e-04
9.96154e+01, 2.10268e-04
9.96923e+01, 2.09123e-04
9.97692e+01, 2.07984e-04
9.98462e+01, 2.06851e-04
9.99231e+01, 2.05725e-04
1.00000e+02, 2.04604e-04
1.00077e+02, 2.03490e-04
1.00154e+02, 2.02382e-04
1.00231e+02, 2.01280e-04
1.00308e+02, 2.00183e-04
1.00385e+02, 1.99093e-04
1.00462e+02, 1.98009e-04
1.00538e+02, 1.96930e-04
1.00615e+02, 1.95858e-04
1.00692e+02, 1.94791e-04
1.00769e+02, 1.93730e-04
1.00846e+02, 1.92675e-04
1.00923e+02, 1.91626e-04
1.01000e+02, 1.90582e-04
1.01077e+02, 1.89544e-04
1.01154e+02, 1.88512e-04
1.01231e+02, 1.87485e-04
1.01308e+02, 1.86464e-04
1.01385e+02, 1.85449e-04
1.01462e+02, 1.84439e-04
1.01538e+02, 1.83434e-04
1.01615e+02, 1.82435e-04
1.01692e+02, 1.81442e-04
1.01769e+02, 1.80453e-04
1.01846e+02, 1.79471e-04
1.01923e+02, 1.78493e-04
1.02000e+02, 1.77521e-04
1.02077e+02, 1.76554e-04
1.02154e+02, 1.75593e-04
1.02231e+02, 1.74636e-04
1.02308e+02, 1.73685e-04
1.02385e+02, 1.72739e-04
1.02462e+02, 1.71798e-04
1.02538e+02, 1.70863e-04
1.02615e+02, 1.69932e-04
1.02692e+02, 1.69007e-04
1.02769e+02, 1.68086e-04
1.02846e+02, 1.67171e-04
1.02923e+02, 1.66260e-04
1.03000e+02, 1.65355e-04
1.03077e+02, 1.64454e-04
1.03154e+02, 1.63559e-04
1.03231e+02, 1.62668e-04
1.03308e+02, 1.61782e-04
1.03385e+02, 1.60901e-04
1.03462e+02, 1.60025e-04
1.03538e+02, 1.59153e-04
1.03615e+02, 1.58286e-04
1.03692e+02, 1.57424e-04
1.03769e+02, 1.56567e-04
1.03846e+02, 1.55714e-04
1.03923e+02, 1.54866e-04
1.04000e+02, 1.54023e-04
1.04077e+02, 1.53184e-04
1.04154e+02, 1.52349e-04
1.04231e+02, 1.51520e-04
1.04308e+02, 1.50694e-04
1.04385e+02, 1.49874e-04
1.04462e+02, 1.49057e-04
1.04538e+02, 1.48246e-04
1.04615e+02, 1.47438e-04
1.04692e+02, 1.46635e-04
1.04769e+02, 1.45837e-04
1.04846e+02, 1.45042e-04
1.04923e+02, 1.44252e-04
1.05000e+02, 1.43467e-04
1.05077e+02, 1.42685e-04
1.05154e+02, 1.41908e-04
1.05231e+02, 1.41135e-04
1.05308e+02, 1.40367e-04
1.05385e+02, 1.39602e-04
1.05462e+02, 1.38842e-04
1.05538e+02, 1.38086e-04
1.05615e+02, 1.37334e-04
1.05692e+02, 1.36586e-04
1.05769e+02, 1.35842e-04
1.05846e+02, 1.35102e-04
1.05923e+02, 1.34366e-04
1.06000e+02, 1.33634e-04
1.06077e+02, 1.32907e-04
1.06154e+02, 1.32183e-04
1.06231e+02, 1.31463e-04
1.06308e+02, 1.30747e-04
1.06385e+02, 1.30035e-04
1.06462e+02, 1.29326e-04
1.06538e+02, 1.28622e-04
1.06615e+02, 1.27922e-04
1.06692e+02, 1.27225e-04
1.06769e+02, 1.26532e-04
1.06846e+02, 1.25843e-04
1.06923e+02, 1.25157e-04
1.07000e+02, 1.24476e-04
1.07077e+02, 1.23798e-04
1.07154e+02, 1.23124e-04
1.07231e+02, 1.22453e-04
1.07308e+02, 1.21786e-04
1.07385e+02, 1.21123e-04
1.07462e+02, 1.20463e-04
1.07538e+02, 1.19807e-04
1.07615e+02, 1.19154e-04
1.07692e+02, 1.18506e-04
1.07769e+02, 1.17860e-04
1.07846e+02, 1.17218e-04
1.07923e+02, 1.16580e-04
1.08000e+02, 1.15945e-04
1.08077e+02, 1.15313e-04
1.08154e+02, 1.14685e-04
1.08231e+02, 1.14061e-04
1.08308e+02, 1.13439e-04
1.08385e+02, 1.12822e-04
1.08462e+02, 1.12207e-04
1.08538e+02, 1.11596e-04
1.08615e+02, 1.10988e-04
1.08692e+02, 1.10384e-04
1.08769e+02, 1.09783e-04
1.08846e+02, 1.09185e-04
1.08923e+02, 1.08590e-04
1.09000e+02, 1.07999e-04
1.09077e+02, 1.07410e-04
1.09154e+02, 1.06825e-04
1.09231e+02, 1.06243e-04
1.09308e+02, 1.05665e-04
1.09385e+02, 1.05089e-04
1.09462e+02, 1.04517e-04
1.09538e+02, 1.03948e-04
1.09615e+02, 1.03382e-04
1.09692e+02, 1.02819e-04
1.09769e+02, 1.02259e-04
1.09846e+02, 1.01702e-04
1.09923e+02, 1.01148e-04
1.10000e+02, 1.00597e-04
1.10077e+02, 1.00049e-04
1.10154e+02, 9.95040e-05
1.10231e+02, 9.89620e-05
1.10308e+02, 9.84230e-05
1.10385e+02, 9.78870e-05
1.10462e+02, 9.73538e-05
1.10538e+02, 9.68236e-05
1.10615e+02, 9.62963e-05
1.10692e+02, 9.57718e-05
1.10769e+02, 9.52502e-05
1.10846e+02, 9.47314e-05
1.10923e+02, 9.42154e-05
1.11000e+02, 9.37023e-05
1.11077e+02, 9.31920e-05
1.11154e+02, 9.26844e-05
1.11231e+02, 9.21796e-05
1.11308e+02, 9.16775e-05
1.11385e+02, 9.11782e-05
1.11462e+02, 9.06816e-05
1.11538e+02, 9.01877e-05
1.11615e+02, 8.96965e-05
1.11692e+02, 8.92080e-05
1.11769e+02, 8.87221e-05
1.11846e+02, 8.82389e-05
1.11923e+02, 8.77583e-05
1.12000e+02, 8.72803e-05
1.12077e+02, 8.68049e-05
1.12154e+02, 8.63322e-05
1.12231e+02, 8.58620e-05
1.12308e+02, 8.53943e-05
1.12385e+02, 8.49292e-05
1.12462e+02, 8.44666e-05
1.12538e+02, 8.40066e-05
1.12615e+02, 8.35491e-05
1.12692e+02, 8.30940e-05
1.12769e+02, 8.26414e-05
1.12846e+02, 8.21913e-05
1.12923e+02, 8.17437e-05
1.13000e+02, 8.12985e-05
1.13077e+02, 8.08557e-05
1.13154e+02, 8.04153e-05
1.13231e+02, 7.99773e-05
1.13308e+02, 7.95417e-05
1.13385e+02, 7.91085e-05
1.13462e+02, 7.86776e-05
1.13538e+02, 7.82491e-05
1.13615e+02, 7.78229e-05
1.13692e+02, 7.73990e-05
1.13769e+02, 7.69775e-05
1.13846e+02, 7.65582e-05
1.13923e+02, 7.61413e-05
1.14000e+02, 7.57265e-05
1.14077e+02, 7.53141e-05
1.14154e+02, 7.49039e-05
1.14231e+02, 7.44959e-05
1.14308e+02, 7.40902e-05
1.14385e+02, 7.36867e-05
1.14462e+02, 7.32853e-05
1.14538e+02, 7.28862e-05
1.14615e+02, 7.24892e-05
1.14692e+02, 7.20944e-05
1.14769e+02, 7.17017e-05
1.14846e+02, 7.13112e-05
1.14923e+02, 7.09228e-05
1.15000e+02, 7.05365e-05
1.15077e+02, 7.01523e-05
1.15154e+02, 6.97702e-05
1.15231e+02, 6.93902e-05
1.15308e+02, 6.90123e-05
1.15385e+02, 6.86364e-05
1.15462e+02, 6.82626e-05
1.15538e+02, 6.78908e-05
1.15615e+02, 6.75210e-05
1.15692e+02, 6.71533e-05
1.15769e+02, 6.67875e-05
1.15846e+02, 6.64237e-05
1.15923e+02, 6.60620e-05
1.16000e+02, 6.57021e-05
1.16077e+02, 6.53443e-05
1.16154e+02, 6.49884e-05
1.16231e+02, 6.46344e-05
1.16308e+02, 6.42824e-05
1.16385e+02, 6.39323e-05
1.16462e+02, 6.35841e-05
1.16538e+02, 6.32378e-05
1.16615e+02, 6.28933e-05
1.16692e+02, 6.25508e-05
1.16769e+02, 6.22101e-05
1.16846e+02, 6.18712e-05
1.16923e+02, 6.15343e-05
1.17000e+02, 6.11991e-05
1.17077e+02, 6.08658e-05
1.17154e+02, 6.05343e-05
1.17231e+02, 6.02046e-05
1.17308e+02, 5.98767e-05
1.17385e+02, 5.95505e-05
1.17462e+02, 5.92262e-05
1.17538e+02, 5.89036e-05
1.17615e+02, 5.85828e-05
1.17692e+02, 5.82637e-05
1.17769e+02, 5.79464e-05
1.17846e+02, 5.76308e-05
1.17923e+02, 5.73169e-05
1.18000e+02, 5.70047e-05
1.18077e+02, 5.66942e-05
1.18154e+02, 5.63854e-05
1.18231e+02, 5.60783e-05
1.18308e+02, 5.57729e-05
1.18385e+02, 5.54691e-05
1.18462e+02, 5.51670e-05
1.18538e+02, 5.48665e-05
1.18615e+02, 5.45677e-05
1.18692e+02, 5.42705e-05
1.18769e+02, 5.39749e-05
1.18846e+02, 5.36809e-05
1.18923e+02, 5.33885e-05
1.19000e+02, 5.30977e-05
1.19077e+02, 5.28085e-05
1.19154e+02, 5.25209e-05
1.19231e+02, 5.22348e-05
1.19308e+02, 5.19503e-05
1.19385e+02, 5.16674e-05
1.19462e+02, 5.13860e-05
1.19538e+02, 5.11061e-05
1.19615e+02, 5.08277e-05
1.19692e+02, 5.05509e-05
1.19769e+02, 5.02756e-05
1.19846e+02, 5.00017e-05
1.19923e+02, 4.97294e-05
1.20000e+02, 4.94585e-05
1.20077e+02, 4.91892e-05
1.20154e+02, 4.89212e-05
1.20231e+02, 4.86548e-05
1.20308e+02, 4.83898e-05
1.20385e+02, 4.81262e-05
1.20462e+02, 4.78641e-05
1.20538e+02, 4.76034e-05
1.20615e+02, 4.73441e-05
1.20692e+02, 4.70862e-05
1.20769e+02, 4.68298e-05
1.20846e+02, 4.65747e-05
1.20923e+02, 4.63210e-05
1.21000e+02, 4.60688e-05
1.21077e+02, 4.58178e-05
1.21154e+02, 4.55683e-05
1.21231e+02, 4.53201e-05
1.21308e+02, 4.50732e-05
1.21385e+02, 4.48277e-05
1.21462e+02, 4.45836e-05
1.21538e+02, 4.43408e-05
1.21615e+02, 4.40992e-05
1.21692e+02, 4.38591e-05
1.21769e+02, 4.36202e-05
1.21846e+02, 4.33826e-05
1.21923e+02, 4.31463e-05
1.22000e+02, 4.29113e-05
1.22077e+02, 4.26776e-05
1.22154e+02, 4.24451e-05
1.22231e+02, 4.22139e-05
1.22308e+02, 4.19840e-05
1.22385e+02, 4.17553e-05
1.22462e+02, 4.15279e-05
1.22538e+02, 4.13017e-05
1.22615e+02, 4.10768e-05
1.22692e+02, 4.08530e-05
1.22769e+02, 4.06305e-05
1.22846e+02, 4.04092e-05
1.22923e+02, 4.01891e-05
1.23000e+02, 3.99702e-05
1.23077e+02, 3.97525e-05
1.23154e+02, 3.95360e-05
1.23231e+02, 3.93207e-05
1.23308e+02, 3.91065e-05
1.23385e+02, 3.88935e-05
1.23462e+02, 3.86817e-05
1.23538e+02, 3.84710e-05
1.23615e+02, 3.82614e-05
1.23692e+02, 3.80530e-05
1.23769e+02, 3.78458e-05
1.23846e+02, 3.76396e-05
1.23923e+02, 3.74346e-05
1.24000e+02, 3.72307e-05
1.24077e+02, 3.70279e-05
1.24154e+02, 3.68263e-05
1.24231e+02, 3.66257e-05
1.24308e+02, 3.64262e-05
1.24385e+02, 3.62278e-05
1.24462e+02, 3.60305e-05
1.24538e+02, 3.58342e-05
1.24615e+02, 3.56391e-05
1.24692e+02, 3.54449e-05
1.24769e+02, 3.52519e-05
1.24846e+02, 3.50599e-05
1.24923e+02, 3.48689e-05
